id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected
ava__train__485603.jpg__71f514ba,ava,train,data/processed/ava/train.csv,data/raw/ava/images/485603.jpg,/home/omen_pc1/ava/images/485603.jpg,485603.jpg,640,640,,,5.558511,4.0,0.021277,2.0,0.010638,7.0,0.037234,29.0,0.154255,47.0,0.25,53.0,0.281915,31.0,0.164894,9.0,0.047872,2.0,0.010638,4.0,0.021277,6.187111,0.576346,0.633278,0.813683,"['alamp', 'nima', 'rgnet']",0.717787,0.6969,0.020887,50,55,-5,0.01633333333333333,selected_high,True
ava__train__795547.jpg__f3b33f31,ava,train,data/processed/ava/train.csv,data/raw/ava/images/795547.jpg,/home/omen_pc1/ava/images/795547.jpg,795547.jpg,640,447,,,5.655,1.0,0.005,3.0,0.015,9.0,0.045,30.0,0.15,53.0,0.265,58.0,0.29,19.0,0.095,17.0,0.085,5.0,0.025,5.0,0.025,5.955453,0.550606,0.697385,0.767387,"['alamp', 'nima', 'rgnet']",0.717708,0.703369,0.014339,51,48,3,0.016666666666666666,selected_high,True
aadb__val__farm1_427_20089039850_a77ae0e89f_b.jpg__aa8e633d,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_427_20089039850_a77ae0e89f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_427_20089039850_a77ae0e89f_b.jpg,farm1_427_20089039850_a77ae0e89f_b.jpg,768,1024,0.8,farm1_427_20089039850_a77ae0e89f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.27587,0.475097,0.785684,0.705805,"['alamp', 'nima', 'rgnet']",0.714686,0.707144,0.007542,52,46,6,0.017,selected_high,True
ava__train__940396.jpg__61f1984c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/940396.jpg,/home/omen_pc1/ava/images/940396.jpg,940396.jpg,800,541,,,6.055901,0.0,0.0,1.0,0.006211,3.0,0.018634,7.0,0.043478,33.0,0.204969,70.0,0.434783,27.0,0.167702,19.0,0.118012,0.0,0.0,1.0,0.006211,5.756042,0.528449,0.594301,0.846342,"['alamp', 'nima', 'rgnet']",0.713736,0.68524,0.028496,53,72,-19,0.017333333333333333,selected_high,True
ava__test__954225.jpg__64f109da,ava,test,data/processed/ava/test.csv,data/raw/ava/images/954225.jpg,/home/omen_pc1/ava/images/954225.jpg,954225.jpg,622,778,,,5.5625,0.0,0.0,0.0,0.0,1.0,0.007812,16.0,0.125,51.0,0.398438,43.0,0.335938,8.0,0.0625,6.0,0.046875,2.0,0.015625,1.0,0.007812,6.132972,0.57033,0.664004,0.778716,"['alamp', 'nima', 'rgnet']",0.711993,0.695838,0.016155,54,58,-4,0.017666666666666667,selected_high,True
ava__train__560549.jpg__e45831b7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/560549.jpg,/home/omen_pc1/ava/images/560549.jpg,560549.jpg,546,580,,,5.339506,1.0,0.006173,0.0,0.0,8.0,0.049383,26.0,0.160494,64.0,0.395062,39.0,0.240741,13.0,0.080247,9.0,0.055556,1.0,0.006173,1.0,0.006173,5.889954,0.543328,0.732647,0.725684,"['alamp', 'nima', 'rgnet']",0.710234,0.701464,0.00877,55,52,3,0.018,selected_high,True
ava__test__6776.jpg__6662792c,ava,test,data/processed/ava/test.csv,data/raw/ava/images/6776.jpg,/home/omen_pc1/ava/images/6776.jpg,6776.jpg,640,480,,,4.815094,8.0,0.030189,21.0,0.079245,32.0,0.120755,48.0,0.181132,63.0,0.237736,46.0,0.173585,33.0,0.124528,11.0,0.041509,2.0,0.007547,1.0,0.003774,5.302074,0.478008,0.778611,0.699526,"['alamp', 'nima', 'rgnet']",0.709008,0.701887,0.007121,56,51,5,0.018333333333333333,selected_high,True
ava__train__511303.jpg__2958500a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/511303.jpg,/home/omen_pc1/ava/images/511303.jpg,511303.jpg,640,474,,,5.892405,1.0,0.006329,1.0,0.006329,2.0,0.012658,14.0,0.088608,42.0,0.265823,53.0,0.335443,29.0,0.183544,11.0,0.06962,3.0,0.018987,2.0,0.012658,5.750391,0.527821,0.713636,0.74101,"['alamp', 'nima', 'rgnet']",0.708742,0.696713,0.012029,57,56,1,0.018666666666666668,selected_high,True
ava__train__252135.jpg__5e52b051,ava,train,data/processed/ava/train.csv,data/raw/ava/images/252135.jpg,/home/omen_pc1/ava/images/252135.jpg,252135.jpg,640,446,,,6.449275,6.0,0.021739,5.0,0.018116,6.0,0.021739,11.0,0.039855,46.0,0.166667,69.0,0.25,51.0,0.184783,49.0,0.177536,21.0,0.076087,12.0,0.043478,6.356925,0.595214,0.637733,0.787053,"['alamp', 'nima', 'rgnet']",0.708141,0.691083,0.017058,58,63,-5,0.019,selected_high,True
ava__train__716744.jpg__a0a3ea2e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/716744.jpg,/home/omen_pc1/ava/images/716744.jpg,716744.jpg,481,716,,,5.681818,0.0,0.0,2.0,0.015152,2.0,0.015152,9.0,0.068182,43.0,0.325758,55.0,0.416667,12.0,0.090909,6.0,0.045455,3.0,0.022727,0.0,0.0,6.20024,0.577804,0.691917,0.746522,"['alamp', 'nima', 'rgnet']",0.707808,0.696642,0.011166,59,57,2,0.019333333333333334,selected_high,True
ava__train__497284.jpg__4c34843f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/497284.jpg,/home/omen_pc1/ava/images/497284.jpg,497284.jpg,640,427,,,6.895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,14.0,0.07,72.0,0.36,61.0,0.305,24.0,0.12,20.0,0.1,7.0,0.035,6.247407,0.583045,0.727809,0.715758,"['alamp', 'nima', 'rgnet']",0.707307,0.701274,0.006033,60,53,7,0.019666666666666666,selected_high,True
ava__val__314495.jpg__91ce108a,ava,val,data/processed/ava/val.csv,data/raw/ava/images/314495.jpg,/home/omen_pc1/ava/images/314495.jpg,314495.jpg,640,480,,,5.603352,0.0,0.0,6.0,0.03352,8.0,0.044693,22.0,0.122905,49.0,0.273743,49.0,0.273743,28.0,0.156425,12.0,0.067039,2.0,0.011173,3.0,0.01676,6.503074,0.611453,0.6067,0.803089,"['alamp', 'nima', 'rgnet']",0.70537,0.685969,0.019401,61,70,-9,0.02,selected_high,True
ava__train__795378.jpg__97cd89c0,ava,train,data/processed/ava/train.csv,data/raw/ava/images/795378.jpg,/home/omen_pc1/ava/images/795378.jpg,795378.jpg,679,720,,,6.242424,0.0,0.0,0.0,0.0,1.0,0.007576,8.0,0.060606,27.0,0.204545,48.0,0.363636,22.0,0.166667,22.0,0.166667,4.0,0.030303,0.0,0.0,6.2105,0.578944,0.677181,0.753203,"['alamp', 'nima', 'rgnet']",0.705368,0.692854,0.012514,62,61,1,0.02033333333333333,selected_high,True
ava__train__466247.jpg__3935e6e6,ava,train,data/processed/ava/train.csv,data/raw/ava/images/466247.jpg,/home/omen_pc1/ava/images/466247.jpg,466247.jpg,427,640,,,5.674699,0.0,0.0,0.0,0.0,5.0,0.03012,14.0,0.084337,52.0,0.313253,68.0,0.409639,17.0,0.10241,7.0,0.042169,2.0,0.012048,1.0,0.006024,5.802078,0.533564,0.649964,0.780222,"['alamp', 'nima', 'rgnet']",0.703453,0.684607,0.018846,63,75,-12,0.020666666666666667,selected_high,True
ava__train__481130.jpg__9f4a20ec,ava,train,data/processed/ava/train.csv,data/raw/ava/images/481130.jpg,/home/omen_pc1/ava/images/481130.jpg,481130.jpg,640,328,,,6.22449,0.0,0.0,1.0,0.006803,1.0,0.006803,8.0,0.054422,33.0,0.22449,53.0,0.360544,25.0,0.170068,17.0,0.115646,6.0,0.040816,3.0,0.020408,6.230468,0.581163,0.621967,0.791238,"['alamp', 'nima', 'rgnet']",0.702522,0.683555,0.018967,64,77,-13,0.021,selected_high,True
ava__train__908540.jpg__4f84a90f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/908540.jpg,/home/omen_pc1/ava/images/908540.jpg,908540.jpg,800,531,,,5.65,0.0,0.0,3.0,0.025,2.0,0.016667,10.0,0.083333,36.0,0.3,45.0,0.375,18.0,0.15,4.0,0.033333,2.0,0.016667,0.0,0.0,6.09595,0.566217,0.641858,0.77759,"['alamp', 'nima', 'rgnet']",0.70216,0.684805,0.017355,65,74,-9,0.021333333333333333,selected_high,True
aadb__train__farm1_346_20014798398_5e044c4b2b_b.jpg__6a46f263,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_346_20014798398_5e044c4b2b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_346_20014798398_5e044c4b2b_b.jpg,farm1_346_20014798398_5e044c4b2b_b.jpg,844,1024,0.8,farm1_346_20014798398_5e044c4b2b_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.574738,0.508304,0.625042,0.801965,"['alamp', 'nima', 'rgnet']",0.70183,0.6783,0.02353,66,83,-17,0.021666666666666667,selected_high,True
ava__train__795015.jpg__7e16e536,ava,train,data/processed/ava/train.csv,data/raw/ava/images/795015.jpg,/home/omen_pc1/ava/images/795015.jpg,795015.jpg,720,532,,,6.107143,0.0,0.0,1.0,0.007143,2.0,0.014286,7.0,0.05,35.0,0.25,48.0,0.342857,28.0,0.2,13.0,0.092857,4.0,0.028571,2.0,0.014286,5.604931,0.511659,0.735612,0.712777,"['alamp', 'nima', 'rgnet']",0.701799,0.692885,0.008914,67,60,7,0.022,selected_high,True
ava__train__863902.jpg__d751b1d3,ava,train,data/processed/ava/train.csv,data/raw/ava/images/863902.jpg,/home/omen_pc1/ava/images/863902.jpg,863902.jpg,548,700,,,5.5,0.0,0.0,1.0,0.006849,4.0,0.027397,14.0,0.09589,56.0,0.383562,53.0,0.363014,12.0,0.082192,4.0,0.027397,1.0,0.006849,1.0,0.006849,6.014565,0.557174,0.722405,0.713328,"['alamp', 'nima', 'rgnet']",0.701343,0.69399,0.007353,68,59,9,0.022333333333333334,selected_high,True
aadb__train__farm1_271_19495680953_80c413b576_b.jpg__6cfecf89,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_271_19495680953_80c413b576_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_271_19495680953_80c413b576_b.jpg,farm1_271_19495680953_80c413b576_b.jpg,1024,525,0.7,farm1_271_19495680953_80c413b576_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.852496,0.539166,0.53126,0.867021,"['alamp', 'nima', 'rgnet']",0.699931,0.66675,0.033181,69,107,-38,0.02266666666666667,selected_high,True
ava__train__880070.jpg__348b0b8a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/880070.jpg,/home/omen_pc1/ava/images/880070.jpg,880070.jpg,800,596,,,5.443038,2.0,0.012658,1.0,0.006329,9.0,0.056962,20.0,0.126582,56.0,0.35443,37.0,0.234177,21.0,0.132911,8.0,0.050633,4.0,0.025316,0.0,0.0,5.446824,0.494092,0.696901,0.743456,"['alamp', 'nima', 'rgnet']",0.699898,0.685102,0.014796,70,73,-3,0.023,selected_high,True
ava__train__830266.jpg__f813a227,ava,train,data/processed/ava/train.csv,data/raw/ava/images/830266.jpg,/home/omen_pc1/ava/images/830266.jpg,830266.jpg,640,505,,,5.846626,0.0,0.0,0.0,0.0,4.0,0.02454,10.0,0.06135,52.0,0.319018,61.0,0.374233,22.0,0.134969,8.0,0.04908,3.0,0.018405,3.0,0.018405,6.006723,0.556303,0.698395,0.72956,"['alamp', 'nima', 'rgnet']",0.699768,0.689547,0.010221,71,64,7,0.023333333333333334,selected_high,True
ava__train__543840.jpg__6c7005af,ava,train,data/processed/ava/train.csv,data/raw/ava/images/543840.jpg,/home/omen_pc1/ava/images/543840.jpg,543840.jpg,640,400,,,5.668831,1.0,0.006494,1.0,0.006494,6.0,0.038961,14.0,0.090909,45.0,0.292208,53.0,0.344156,23.0,0.149351,9.0,0.058442,0.0,0.0,2.0,0.012987,6.057032,0.561892,0.573472,0.827894,"['alamp', 'nima', 'rgnet']",0.699525,0.673504,0.026021,72,92,-20,0.023666666666666666,selected_high,True
aadb__test__farm1_288_19943225839_d4afcd8941_b.jpg__671c37a0,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_288_19943225839_d4afcd8941_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_288_19943225839_d4afcd8941_b.jpg,farm1_288_19943225839_d4afcd8941_b.jpg,683,1024,0.75,farm1_288_19943225839_d4afcd8941_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.760413,0.528935,0.665751,0.759466,"['alamp', 'nima', 'rgnet']",0.698927,0.682715,0.016212,73,78,-5,0.024,selected_high,True
ava__train__460952.jpg__ce04e61c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/460952.jpg,/home/omen_pc1/ava/images/460952.jpg,460952.jpg,640,480,,,6.365979,0.0,0.0,1.0,0.005155,2.0,0.010309,13.0,0.06701,34.0,0.175258,61.0,0.314433,43.0,0.221649,26.0,0.134021,10.0,0.051546,4.0,0.020619,6.212452,0.579161,0.674023,0.742156,"['alamp', 'nima', 'rgnet']",0.698603,0.687047,0.011556,74,69,5,0.024333333333333332,selected_high,True
aadb__test__farm1_431_20136687092_1bbaacc556_b.jpg__58e7d5de,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_431_20136687092_1bbaacc556_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_431_20136687092_1bbaacc556_b.jpg,farm1_431_20136687092_1bbaacc556_b.jpg,1024,768,0.85,farm1_431_20136687092_1bbaacc556_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.035294,0.559477,0.559138,0.836828,"['alamp', 'nima', 'rgnet']",0.698017,0.670265,0.027752,75,99,-24,0.024666666666666667,selected_high,True
ava__train__790534.jpg__eec3ef10,ava,train,data/processed/ava/train.csv,data/raw/ava/images/790534.jpg,/home/omen_pc1/ava/images/790534.jpg,790534.jpg,640,428,,,5.651376,1.0,0.004587,4.0,0.018349,12.0,0.055046,24.0,0.110092,60.0,0.275229,64.0,0.293578,29.0,0.133028,15.0,0.068807,6.0,0.027523,3.0,0.013761,5.74254,0.526949,0.708469,0.723759,"['alamp', 'nima', 'rgnet']",0.697962,0.687357,0.010605,76,68,8,0.025,selected_high,True
ava__train__20693.jpg__e6f50328,ava,train,data/processed/ava/train.csv,data/raw/ava/images/20693.jpg,/home/omen_pc1/ava/images/20693.jpg,20693.jpg,458,366,,,4.347107,7.0,0.028926,21.0,0.086777,37.0,0.152893,77.0,0.318182,56.0,0.231405,22.0,0.090909,7.0,0.028926,13.0,0.053719,1.0,0.004132,1.0,0.004132,5.507546,0.500838,0.647528,0.777474,"['alamp', 'nima', 'rgnet']",0.697832,0.677503,0.020329,77,86,-9,0.025333333333333333,selected_high,True
ava__test__841092.jpg__2d3cd675,ava,test,data/processed/ava/test.csv,data/raw/ava/images/841092.jpg,/home/omen_pc1/ava/images/841092.jpg,841092.jpg,525,700,,,5.251185,1.0,0.004739,7.0,0.033175,12.0,0.056872,34.0,0.161137,67.0,0.317536,57.0,0.270142,24.0,0.113744,5.0,0.023697,4.0,0.018957,0.0,0.0,5.397662,0.488629,0.636047,0.786194,"['alamp', 'nima', 'rgnet']",0.696379,0.673993,0.022386,78,90,-12,0.025666666666666667,selected_high,True
ava__val__794975.jpg__1b4af494,ava,val,data/processed/ava/val.csv,data/raw/ava/images/794975.jpg,/home/omen_pc1/ava/images/794975.jpg,794975.jpg,710,521,,,5.007936,0.0,0.0,2.0,0.015873,6.0,0.047619,30.0,0.238095,54.0,0.428571,25.0,0.198413,4.0,0.031746,4.0,0.031746,1.0,0.007937,0.0,0.0,5.420175,0.491131,0.629423,0.790655,"['alamp', 'nima', 'rgnet']",0.69621,0.673172,0.023038,79,94,-15,0.026,selected_high,True
aadb__train__farm1_363_19653498564_03bc775fb8_b.jpg__51e881c9,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_363_19653498564_03bc775fb8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_363_19653498564_03bc775fb8_b.jpg,farm1_363_19653498564_03bc775fb8_b.jpg,1024,980,0.7,farm1_363_19653498564_03bc775fb8_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.766008,0.529556,0.648981,0.766865,"['alamp', 'nima', 'rgnet']",0.695981,0.678221,0.01776,80,84,-4,0.026333333333333334,selected_high,True
ava__train__916058.jpg__8fa6f0c4,ava,train,data/processed/ava/train.csv,data/raw/ava/images/916058.jpg,/home/omen_pc1/ava/images/916058.jpg,916058.jpg,800,443,,,6.666666,0.0,0.0,0.0,0.0,2.0,0.012821,2.0,0.012821,23.0,0.147436,52.0,0.333333,37.0,0.237179,25.0,0.160256,10.0,0.064103,5.0,0.032051,6.357442,0.595271,0.668446,0.734105,"['alamp', 'nima', 'rgnet']",0.693958,0.683733,0.010225,81,76,5,0.02666666666666667,selected_high,True
ava__train__486657.jpg__4e3daf5d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/486657.jpg,/home/omen_pc1/ava/images/486657.jpg,486657.jpg,640,428,,,6.485944,0.0,0.0,1.0,0.004016,7.0,0.028112,16.0,0.064257,40.0,0.160643,74.0,0.297189,43.0,0.172691,40.0,0.160643,17.0,0.068273,11.0,0.044177,6.202687,0.578076,0.73912,0.680264,"['alamp', 'nima', 'rgnet']",0.693588,0.691421,0.002167,82,62,20,0.027,selected_high,True
ava__train__841498.jpg__07e88210,ava,train,data/processed/ava/train.csv,data/raw/ava/images/841498.jpg,/home/omen_pc1/ava/images/841498.jpg,841498.jpg,571,800,,,6.392157,0.0,0.0,0.0,0.0,1.0,0.004902,8.0,0.039216,40.0,0.196078,70.0,0.343137,47.0,0.230392,25.0,0.122549,10.0,0.04902,3.0,0.014706,6.01712,0.557458,0.659486,0.747494,"['alamp', 'nima', 'rgnet']",0.693287,0.679385,0.013902,83,82,1,0.027333333333333334,selected_high,True
aadb__train__farm1_316_20175314216_397880b44e_b.jpg__963c7860,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_316_20175314216_397880b44e_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_316_20175314216_397880b44e_b.jpg,farm1_316_20175314216_397880b44e_b.jpg,1024,998,0.85,farm1_316_20175314216_397880b44e_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.537318,0.504146,0.761623,0.675525,"['alamp', 'nima', 'rgnet']",0.692826,0.688562,0.004264,84,66,18,0.027666666666666666,selected_high,True
aadb__train__farm1_296_20144965626_3fb0ef1d6c_b.jpg__e4172825,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_296_20144965626_3fb0ef1d6c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_296_20144965626_3fb0ef1d6c_b.jpg,farm1_296_20144965626_3fb0ef1d6c_b.jpg,683,1024,0.65,farm1_296_20144965626_3fb0ef1d6c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.460551,0.495617,0.762626,0.676348,"['alamp', 'nima', 'rgnet']",0.692786,0.688063,0.004723,85,67,18,0.028,selected_high,True
ava__train__654379.jpg__6f4bea03,ava,train,data/processed/ava/train.csv,data/raw/ava/images/654379.jpg,/home/omen_pc1/ava/images/654379.jpg,654379.jpg,428,640,,,5.344978,2.0,0.008734,3.0,0.0131,14.0,0.061135,34.0,0.148472,82.0,0.358079,51.0,0.222707,29.0,0.126638,10.0,0.043668,1.0,0.004367,3.0,0.0131,6.325148,0.591683,0.717059,0.693522,"['alamp', 'nima', 'rgnet']",0.692753,0.688838,0.003915,86,65,21,0.028333333333333332,selected_high,True
ava__val__799322.jpg__6ba69ce7,ava,val,data/processed/ava/val.csv,data/raw/ava/images/799322.jpg,/home/omen_pc1/ava/images/799322.jpg,799322.jpg,720,397,,,5.285714,0.0,0.0,3.0,0.02381,1.0,0.007937,21.0,0.166667,55.0,0.436508,33.0,0.261905,7.0,0.055556,3.0,0.02381,3.0,0.02381,0.0,0.0,5.570305,0.507812,0.574413,0.823074,"['alamp', 'nima', 'rgnet']",0.692083,0.663887,0.028196,87,112,-25,0.028666666666666667,selected_high,True
aadb__train__farm1_560_20011150378_724ab1045a_b.jpg__76a2e316,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_560_20011150378_724ab1045a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_560_20011150378_724ab1045a_b.jpg,farm1_560_20011150378_724ab1045a_b.jpg,1024,692,0.75,farm1_560_20011150378_724ab1045a_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.477633,0.497515,0.726909,0.697257,"['alamp', 'nima', 'rgnet']",0.689144,0.680639,0.008505,88,79,9,0.029,selected_high,True
ava__train__355619.jpg__84e6e6f8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/355619.jpg,/home/omen_pc1/ava/images/355619.jpg,355619.jpg,551,640,,,5.779487,0.0,0.0,2.0,0.010256,3.0,0.015385,24.0,0.123077,59.0,0.302564,54.0,0.276923,34.0,0.174359,13.0,0.066667,3.0,0.015385,3.0,0.015385,5.719756,0.524417,0.707118,0.707242,"['alamp', 'nima', 'rgnet']",0.68891,0.679762,0.009148,89,81,8,0.029333333333333333,selected_high,True
aadb__train__farm1_365_19520253064_4d3e500442_b.jpg__bb66a476,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_19520253064_4d3e500442_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_19520253064_4d3e500442_b.jpg,farm1_365_19520253064_4d3e500442_b.jpg,1024,683,0.9,farm1_365_19520253064_4d3e500442_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.802893,0.533655,0.66163,0.739666,"['alamp', 'nima', 'rgnet']",0.687851,0.673648,0.014203,90,91,-1,0.029666666666666668,selected_high,True
ava__train__942916.jpg__0eb4f1cf,ava,train,data/processed/ava/train.csv,data/raw/ava/images/942916.jpg,/home/omen_pc1/ava/images/942916.jpg,942916.jpg,800,533,,,5.598639,0.0,0.0,1.0,0.006803,6.0,0.040816,14.0,0.095238,45.0,0.306122,55.0,0.37415,21.0,0.142857,2.0,0.013605,1.0,0.006803,2.0,0.013605,6.015866,0.557318,0.570906,0.80558,"['alamp', 'nima', 'rgnet']",0.686884,0.662737,0.024147,91,115,-24,0.03,selected_high,True
ava__train__738194.jpg__f3c59e3d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/738194.jpg,/home/omen_pc1/ava/images/738194.jpg,738194.jpg,446,640,,,5.995475,0.0,0.0,5.0,0.022624,9.0,0.040724,18.0,0.081448,47.0,0.21267,68.0,0.307692,38.0,0.171946,22.0,0.099548,9.0,0.040724,5.0,0.022624,5.707643,0.523071,0.640019,0.755674,"['alamp', 'nima', 'rgnet']",0.686152,0.668739,0.017413,92,102,-10,0.030333333333333334,selected_high,True
ava__train__199677.jpg__364616df,ava,train,data/processed/ava/train.csv,data/raw/ava/images/199677.jpg,/home/omen_pc1/ava/images/199677.jpg,199677.jpg,640,480,,,5.661088,1.0,0.004184,5.0,0.020921,7.0,0.029289,22.0,0.09205,82.0,0.343096,67.0,0.280335,33.0,0.138075,12.0,0.050209,6.0,0.025105,4.0,0.016736,5.914777,0.546086,0.685027,0.71505,"['alamp', 'nima', 'rgnet']",0.686144,0.676195,0.009949,93,87,6,0.030666666666666665,selected_high,True
ava__train__56929.jpg__e1747502,ava,train,data/processed/ava/train.csv,data/raw/ava/images/56929.jpg,/home/omen_pc1/ava/images/56929.jpg,56929.jpg,639,480,,,6.656085,0.0,0.0,1.0,0.005291,6.0,0.031746,8.0,0.042328,31.0,0.164021,47.0,0.248677,37.0,0.195767,30.0,0.15873,20.0,0.10582,9.0,0.047619,6.213856,0.579317,0.739731,0.663844,"['alamp', 'nima', 'rgnet']",0.685746,0.685314,0.000432,94,71,23,0.031,selected_high,True
ava__train__600376.jpg__c0076813,ava,train,data/processed/ava/train.csv,data/raw/ava/images/600376.jpg,/home/omen_pc1/ava/images/600376.jpg,600376.jpg,500,544,,,5.156463,0.0,0.0,0.0,0.0,1.0,0.006803,32.0,0.217687,72.0,0.489796,31.0,0.210884,8.0,0.054422,2.0,0.013605,1.0,0.006803,0.0,0.0,6.287428,0.587492,0.702148,0.690117,"['alamp', 'nima', 'rgnet']",0.684667,0.680137,0.00453,95,80,15,0.03133333333333333,selected_high,True
ava__train__866929.jpg__5007ffc8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/866929.jpg,/home/omen_pc1/ava/images/866929.jpg,866929.jpg,800,600,,,6.106383,1.0,0.005319,2.0,0.010638,3.0,0.015957,13.0,0.069149,32.0,0.170213,69.0,0.367021,41.0,0.218085,23.0,0.12234,3.0,0.015957,1.0,0.005319,6.279298,0.586589,0.676113,0.709802,"['alamp', 'nima', 'rgnet']",0.684005,0.67616,0.007845,96,88,8,0.03166666666666667,selected_high,True
ava__train__952167.jpg__dcaebd89,ava,train,data/processed/ava/train.csv,data/raw/ava/images/952167.jpg,/home/omen_pc1/ava/images/952167.jpg,952167.jpg,775,578,,,4.560241,3.0,0.018072,2.0,0.012048,21.0,0.126506,47.0,0.283133,68.0,0.409639,19.0,0.114458,4.0,0.024096,1.0,0.006024,1.0,0.006024,0.0,0.0,5.360006,0.484445,0.570833,0.813277,"['alamp', 'nima', 'rgnet']",0.683416,0.654852,0.028564,97,136,-39,0.032,selected_high,True
ava__test__882889.jpg__ab31e751,ava,test,data/processed/ava/test.csv,data/raw/ava/images/882889.jpg,/home/omen_pc1/ava/images/882889.jpg,882889.jpg,800,545,,,5.171597,1.0,0.005917,5.0,0.029586,4.0,0.023669,28.0,0.16568,75.0,0.443787,38.0,0.224852,12.0,0.071006,3.0,0.017751,2.0,0.011834,1.0,0.005917,6.363661,0.595962,0.65768,0.718522,"['alamp', 'nima', 'rgnet']",0.681929,0.672759,0.00917,98,96,2,0.03233333333333333,selected_high,True
ava__test__706483.jpg__62d3296d,ava,test,data/processed/ava/test.csv,data/raw/ava/images/706483.jpg,/home/omen_pc1/ava/images/706483.jpg,706483.jpg,640,377,,,5.135135,1.0,0.005405,3.0,0.016216,6.0,0.032432,43.0,0.232432,74.0,0.4,34.0,0.183784,16.0,0.086486,5.0,0.027027,3.0,0.016216,0.0,0.0,5.545413,0.505046,0.603361,0.779731,"['alamp', 'nima', 'rgnet']",0.681715,0.659162,0.022553,99,123,-24,0.03266666666666666,selected_high,True
